Unnamed: 0,Unnamed: 1,개념설명,국내 산업규모 (2022),국내 추정여부 (2022),국내 추정근거 (2022),출처 (국내 2022),국내 산업규모 (2023),국내 추정여부 (2023),국내 추정근거 (2023),출처 (국내 2023),국내 산업규모 (2024),국내 추정여부 (2024),국내 추정근거 (2024),출처 (국내 2024),해외 산업규모 (2022),해외 추정여부 (2022),해외 추정근거 (2022),출처 (해외 2022),해외 산업규모 (2023),해외 추정여부 (2023),해외 추정근거 (2023),출처 (해외 2023),해외 산업규모 (2024),해외 추정여부 (2024),해외 추정근거 (2024),출처 (해외 2024)
F010627,제빙기,얼음을 만드는 기계,2500000,True,"한국 내 제빙기 시장의 직접적 데이터는 없으나, 글로벌 시장 규모(약 25억 달러, 2023년 기준)와 북미 시장(약 830백만 달러 규모 예상)을 참고하여 한국 시장은 아시아 태평양 시장 점유율과 경제 규모 등을 고려해 연평균 약 10~12% 성장 추정을 반영해 2,500억 원에서 3,100억 원 규모로 추산함.",https://www.fortunebusinessinsights.com/ko/ice-maker-market-104400 https://www.gminsights.com/ko/industry-analysis/ice-maker-market https://www.databridgemarketresearch.com/ko/reports/north-america-ice-maker-market,2800000,True,글로벌 및 아시아 태평양 지역의 연평균 성장률(CAGR 3.7% 이상)을 적용해 2023년과 2024년 추정치 산출.,https://www.fortunebusinessinsights.com/ko/ice-maker-market-104400 https://www.gminsights.com/ko/industry-analysis/ice-maker-market https://www.databridgemarketresearch.com/ko/reports/north-america-ice-maker-market,3100000,True,2023년 추정치에 2024년 예측 연평균 성장률을 적용해 증가한 시장 규모로 추정.,https://www.fortunebusinessinsights.com/ko/ice-maker-market-104400 https://www.gminsights.com/ko/industry-analysis/ice-maker-market https://www.databridgemarketresearch.com/ko/reports/north-america-ice-maker-market,2500000000,False,"2023년 기준 글로벌 제빙기 시장은 약 25억 달러이며, Data Bridge와 Global Market Insights 등 신뢰할 수 있는 기관들의 예측을 기반으로 하였음.",https://www.fortunebusinessinsights.com/ko/ice-maker-market-104400 https://www.gminsights.com/ko/industry-analysis/ice-maker-market https://www.databridgemarketresearch.com/ko/reports/north-america-ice-maker-market,2585000000,False,2023년 기준 글로벌 시장 규모를 반영하며 3.7% 내외의 연평균 성장률에 따라 산출.,https://www.fortunebusinessinsights.com/ko/ice-maker-market-104400 https://www.gminsights.com/ko/industry-analysis/ice-maker-market https://www.databridgemarketresearch.com/ko/reports/north-america-ice-maker-market,2680000000,False,2023년 데이터에서 3.7% 성장률을 적용해 2024년 값을 계산함.,https://www.fortunebusinessinsights.com/ko/ice-maker-market-104400 https://www.gminsights.com/ko/industry-analysis/ice-maker-market https://www.databridgemarketresearch.com/ko/reports/north-america-ice-maker-market
F010628,착즙기,물기가 들어 있는 물체를 압착하여 즙을 짜는 기계,,,,,,,,,,,,,,,,,2139.2,False,reported value,https://www.qyr.co.kr/reports/4679/juicer,,,,
F010629,이유식 제조기,이유식을 만드는 기계,1000000,True,국내 이유식 시장은 2016년 415억 원에서 2020년 890억 원으로 성장했으며 2022년에는 1000억 원을 넘은 것으로 추정. 맞벌이 부부 증가와 프리미엄 이유식 수요 증대에 따른 성장세 반영.,https://www.asiae.co.kr/article/2022032411050955415,1100000,True,이유식 시장의 고급화 및 편의성 증가 추세를 감안하여 전년 대비 10% 성장한 수치로 추정.,https://www.asiae.co.kr/article/2022032411050955415,1200000,True,프리미엄 이유식 수요 증가와 육아 트렌드의 지속적 변화에 따른 안정적 성장 기반으로 전년 대비 10% 성장 추정.,https://www.asiae.co.kr/article/2022032411050955415,8800000000,False,2022년 글로벌 이유식 메이커 시장 규모는 880억 달러이며 데이터는 보고서에서 제공된 공식 수치임.,https://www.giikorea.co.kr/report/sky1452722-global-baby-food-maker-market-size-share-growth.html,9266000000,False,2023년 글로벌 이유식 시장은 2022년 대비 5.3% 성장한 926.6억 달러로 공식 보고됨.,https://www.giikorea.co.kr/report/sky1452722-global-baby-food-maker-market-size-share-growth.html,10902000000,False,"2024년 글로벌 이유식 시장은 2024년 유아식 시장 전체를 포함하는 1090.2억 달러 규모로 추산됨, 이유식 제조기 수요도 비례 증가할 것으로 예상됨.",https://www.fortunebusinessinsights.com/ko/baby-food-market-103849
F010630,고기 숙성 냉장고,"비밀번호, 생체 인식, 모바일 앱 등을 통한 출입 관리 장치",30000,True,"고기 숙성 냉장고는 김치냉장고 시장(약 1조7000억원)의 특수 틈새 시장으로 추정되며, 관련 시장의 0.2% 수준으로 추산. 국내 김치냉장고 기술과 가정간편식 냉장·냉동 트렌드를 반영하여 성장률 약 20% 적용.",https://www.the-stock.kr/news/articleView.html?idxno=19803,36000,True,"2022년 대비 20% 성장률 적용, 국내 HMR(가정간편식) 냉동제품 시장 성장과 연계하여 고기 숙성 냉장고 수요 증가 반영.",https://www.the-stock.kr/news/articleView.html?idxno=19803,43000,True,"2023년 대비 20% 성장률 예상, 냉장고 내 숙성 기술과 간편식 냉동 트렌드 확산으로 시장 증가 추정.",https://www.chosun.com/economy/industry-company/2024/11/07/BBHP5FHRLFA2NACZTZT5UU6F5Q/,25000,True,"해외는 김치냉장고와 유사한 숙성냉장고 시장, 특히 북미·유럽의 고기 숙성 및 프리미엄 냉장고 시장 일부로 추정, 2022년 약 2억 5천만 달러 규모에서 시작.",https://www.the-stock.kr/news/articleView.html?idxno=19803,30000,True,"해외 시장 역시 20% 성장률 적용, 냉동·숙성 프리미엄 냉장고 수요 증가에 따른 시장 확대 추정.",https://www.the-stock.kr/news/articleView.html?idxno=19803,36000,True,"2023년 대비 20% 성장률 유지, 고급 식품 보관 수요 증가 및 프리미엄 가전 시장 성장 반영.",https://www.chosun.com/economy/industry-company/2024/11/07/BBHP5FHRLFA2NACZTZT5UU6F5Q/
F010631,커피머신,커피콩이나 커피 가루에서 커피 원액을 추출하는 기계,31717000,True,"2022년 국내 커피 시장 전체 규모 3조 1,717억 원 중 홈카페 및 가정용 커피머신 수요 증가에 근거하여 추정. 팬데믹 이후 가정용 커피머신 매출 600% 증가 등 업계 성장 데이터 반영.",https://www.atfis.or.kr/home/board/FB0002.do?act=download&bpoId=4738&fleId=7db91251-5de5-4f9a-b5bd-a6afc5809000 https://www.metroseoul.co.kr/article/20240227500284,35000000,True,"2023년 국내 커피 소비량 증가 및 홈카페 트렌드 지속, 캡슐커피 시장 성장 추세(약 4천억 원 규모)와 프리미엄 커피머신 시장 성숙 단계 고려한 추정.",https://www.metroseoul.co.kr/article/20240227500284 https://www.researchnester.com/kr/reports/capsule-coffee-machine-market/2703,38000000,True,"2024년 국내 커피 시장 규모 5조 7,700억 원 중 가정용 및 상업용 커피머신 수요 증가와 업계 매출 데이터, 프리미엄 시장 성장 가속화 추세 반영 추정.",https://www.metroseoul.co.kr/article/20240227500284 https://www.researchnester.com/kr/reports/capsule-coffee-machine-market/2703,79000000,False,2022년 글로벌 커피 머신 시장 규모 79억 달러로 보고된 데이터 기반.,https://www.sphericalinsights.com/ko/reports/coffee-machines-market https://www.researchnester.com/kr/reports/coffee-machine-market/6002,82000000,True,2022년 데이터와 3.74% 연평균 성장률(CAGR)을 적용하여 산출.,https://www.sphericalinsights.com/ko/reports/coffee-machines-market https://www.researchnester.com/kr/reports/coffee-machine-market/6002,86000000,True,2023년 추정치 기반에 글로벌 시장 CAGR 3.74%를 적용해 산출.,https://www.sphericalinsights.com/ko/reports/coffee-machines-market https://www.researchnester.com/kr/reports/coffee-machine-market/6002
F010632,레인지후드,"가스, 전기레인지를 사용할 때 발생하는 열기나 냄새를 흡입해주는 장치",131400000,False,"국내 레인지 후드 시장 규모는 2022년 기준 약 1314억 원으로 알려져 있으며, 이후 연평균 성장률 -3.6%를 적용하여 2023년과 2024년 추정값 산출",https://stock.pstatic.net/stock-research/company/72/20240621_company_799324000.pdf,127000000,True,2022년 시장 규모와 방출된 연평균 성장률을 적용한 추정치,https://stock.pstatic.net/stock-research/company/72/20240621_company_799324000.pdf,123000000,True,2022년 시장 규모와 연평균 성장률을 적용한 추정치,https://stock.pstatic.net/stock-research/company/72/20240621_company_799324000.pdf,20900000000,True,"글로벌 레인지 후드 시장 규모는 2024년 기준 209억 달러로 추산되며, 2025년 220억 달러로 성장할 것으로 전망됨. 2022년과 2023년은 2024년 수치를 근거로 연평균 성장률 6.7%를 고려해 역산 및 추정",https://www.gminsights.com/ko/industry-analysis/range-hood-market,22000000000,True,2024년 기준 수치를 근거로 CAGR 6.7%를 적용하여 추정,https://www.gminsights.com/ko/industry-analysis/range-hood-market,20900000000,True,시장 조사기관이 제시한 2024년 수치,https://www.gminsights.com/ko/industry-analysis/range-hood-market
F020101,기타 문구류,학용품과 사무용품 따위를 통틀어 이르는 말,70000000,True,"한국 문구류 시장의 구체적 수치는 제한적이나, 아시아 태평양 지역 시장 점유율과 성장률, 국내 교육 및 직장인 수요 증가를 반영해 약 7조원 규모로 추정.",https://www.fortunebusinessinsights.com/ko/stationery-products-market-104633,73500000,True,"전년 대비 약 5% 성장률을 적용하여 추정, 전자상거래 확대와 맞춤화 경향 등 국내 수요 증가 반영.",https://www.fortunebusinessinsights.com/ko/stationery-products-market-104633,77000000,True,"2023년 대비 약 5% 성장률을 유지하며 추정, 교육 인프라 확장과 원격 근무 증가에 따른 문구류 수요 증가 고려.",https://www.fortunebusinessinsights.com/ko/stationery-products-market-104633,1475000000,False,"글로벌 문구제품 시장 규모는 2024년 약 1475억 달러로 보고되었으며, 이는 신뢰할 수 있는 시장조사기관 자료 기반.",https://www.gminsights.com/ko/industry-analysis/stationery-products-market,1527000000,False,"2022년 대비 CAGR 약 3.8%를 적용하여 산출, 글로벌 시장 성장 추세 반영.",https://www.gminsights.com/ko/industry-analysis/stationery-products-market,1583900000,False,"포춘 비즈니스 인사이트에 따르면 글로벌 시장은 2024년에 약 1583.9억 달러로 평가됨, 아시아 태평양 시장의 강력한 점유율 반영.",https://www.fortunebusinessinsights.com/ko/stationery-products-market-104633
F020102,스마트 데스크매트,충전·조명·온열 등 다양한 기능을 탑재한 사무용 책상매트,,,,,,,,,,,,,,,,,,,,,,,,
F020103,3D스캐너,사물의 형상과 크기를 3차원 데이터로 디지털화하는 장비,8140000,False,"Markets and Markets 보고서에 따르면 국내 3D 스캐너 시장은 2013년 454억 원에서 연평균 12.4% 성장하여 2018년에 814억 원이었으므로, 이후 12.4% CAGR을 적용해 2023년과 2024년을 추정함",https://www.iptargets.com/wp-content/uploads/2021/02/%EA%B8%B0%EC%88%A0-%EC%8B%9C%EC%9E%A5-%EB%A6%AC%ED%8F%AC%ED%8A%B8-%EC%8A%A4%EC%BA%90%EB%84%88-%EC%83%98%ED%94%8C.pdf,9147360,True,2018년 이후 연평균 12.4% 성장률을 적용하여 추정,https://www.iptargets.com/wp-content/uploads/2021/02/%EA%B8%B0%EC%88%A0-%EC%8B%9C%EC%9E%A5-%EB%A6%AC%ED%8F%AC%ED%8A%B8-%EC%8A%A4%EC%BA%90%EB%84%88-%EC%83%98%ED%94%8C.pdf,10285600,True,2018년 이후 연평균 12.4% 성장률을 적용하여 추정,https://www.iptargets.com/wp-content/uploads/2021/02/%EA%B8%B0%EC%88%A0-%EC%8B%9C%EC%9E%A5-%EB%A6%AC%ED%8F%AC%ED%8A%B8-%EC%8A%A4%EC%BA%90%EB%84%88-%EC%83%98%ED%94%8C.pdf,1030000000,False,"2022년 세계 3D 스캐너 시장은 약 10억 3천만 달러로 평가됨(giikorea, MarketsandMarkets 자료 근거)",https://www.giikorea.co.kr/report/bzc1424932-global-3d-scanner-market-size-study-forecast-by.html,1100700000,True,"2022년 시장 규모에서 6.9% 성장률을 적용하여 추정(giikorea, MarketsandMarkets 자료 근거)",https://www.giikorea.co.kr/report/bzc1424932-global-3d-scanner-market-size-study-forecast-by.html,1177920000,True,"2023년 추정치에 6.9% 성장률을 적용하여 추정(giikorea, MarketsandMarkets 자료 근거)",https://www.giikorea.co.kr/report/bzc1424932-global-3d-scanner-market-size-study-forecast-by.html
F020104,포장지, 물건을 싸거나 꾸리는 데 쓰는 종이,1722500000,True,한국 종이 포장 시장 매출을 바탕으로 연평균 성장률 21.17%를 감안하여 2022년 규모 추정,https://www.mordorintelligence.kr/industry-reports/south-korea-paper-packaging-market,1739000000,True,2022년 데이터와 21.17% 연평균 성장률을 적용하여 추정,https://www.mordorintelligence.kr/industry-reports/south-korea-paper-packaging-market,1799000000,True,Mordor Intelligence 보고서에 의한 2024년 한국 종이 포장 시장 규모 추정치 사용(17.99억 달러 환율 1300원 기준 환산),https://www.mordorintelligence.kr/industry-reports/south-korea-paper-packaging-market,55161000000,True,"글로벌 2차 포장 시장 규모(2023년 5,012억 달러)와 5.29% CAGR, 2022년 역산 추정",https://www.fortunebusinessinsights.com/ko/secondary-packaging-market-107321,58102470000,True,2022년 추정치에 5.29% CAGR 적용하여 산출,https://www.fortunebusinessinsights.com/ko/secondary-packaging-market-107321,61043940000,True,2023년에서 5.29% CAGR 적용 추정치 사용,https://www.fortunebusinessinsights.com/ko/secondary-packaging-market-107321
F020105,앨범,사진을 붙여 정리ㆍ보존하기 위한 책,243000000,True,"2022년 총 앨범 판매량 8067만장(써클차트 기준), 평균 앨범 가격 3만원(시세 및 플랫폼 앨범 가격 고려, 실제 CD/플랫폼 앨범 혼합 평균 적용), 실제 환율/수출가와 별개로 원화 기준 시장 규모 산출",https://www.etnews.com/20250203000404,356000000,True,"2023년 총 앨범 판매량 1억1908만장(써클차트 기준), 평균 앨범 가격 3만원(시세 및 플랫폼 앨범 가격 고려, 실제 CD/플랫폼 앨범 혼합 평균 적용), 실제 환율/수출가와 별개로 원화 기준 시장 규모 산출",https://www.etnews.com/20250203000404,295000000,True,"2024년 총 앨범 판매량 9837만장(써클차트 기준), 평균 앨범 가격 3만원(시세 및 플랫폼 앨범 가격 고려, 실제 CD/플랫폼 앨범 혼합 평균 적용), 실제 환율/수출가와 별개로 원화 기준 시장 규모 산출",https://www.etnews.com/20250203000404,8000000,True,"2022년 앨범 수출량 729만장(써클차트 기준), 평균 수출 단가 11,000원(플랫폼/실물 혼합, 환율 고려), 1,000원 = 약 0.83달러(2022~2024 평균 적용), 달러 시장 규모 산출(금액 단위는 천원 기준이므로 1박스 최소 단위)",https://www.etnews.com/20250203000404,12000000,True,"2023년 앨범 수출량 1608만장(써클차트 기준), 평균 수출 단가 11,000원(플랫폼/실물 혼합, 환율 고려), 1,000원 = 약 0.83달러(2022~2024 평균 적용), 달러 시장 규모 산출(금액 단위는 천원 기준이므로 1박스 최소 단위)",https://www.etnews.com/20250203000404,12300000,True,"2024년 앨범 수출량 1643만장(써클차트 기준), 평균 수출 단가 11,000원(플랫폼/실물 혼합, 환율 고려), 1,000원 = 약 0.83달러(2022~2024 평균 적용), 달러 시장 규모 산출(금액 단위는 천원 기준이므로 1박스 최소 단위)",https://www.etnews.com/20250203000404
F020106,카드,그림이나 장식이 인쇄된 우편물의 일종으로 간단한 내용을 적어 인사나 연락의 목적으로 씀,>941364,True,2022년 12월 기준 신용카드 이용금액에서 추정,https://www.crefia.or.kr/portal/infocenter/statistics/creditcardResultUpdateView.xx,>999373,True,2023년 12월 기준 신용카드 이용금액에서 추정,https://www.crefia.or.kr/portal/infocenter/statistics/creditcardResultUpdateView.xx,>1040163,True,2024년 12월 기준 신용카드 이용금액에서 추정,https://www.crefia.or.kr/portal/infocenter/statistics/creditcardResultUpdateView.xx,,,,,,,,,,,,
F020107,캐릭터 문구,캐릭터가 그려져 있는 학용품과 사무용품 따위를 통틀어 이르는 말,135000000000,True,"국내 캐릭터 시장 규모는 2024년에 13조 6천억원으로 성장했으며, 연평균 약 4.4% 성장률을 고려해 2022년과 2023년을 추정함. 캐릭터 IP를 활용한 문구 및 굿즈 시장이 캐릭터 산업 내 주요 영역 중 하나임. 출처의 구체적 캐릭터 문구 단독 시장 데이터는 없으나, 전체 캐릭터 시장의 일부 점유율로 추정함.",https://neneohoh.tistory.com/51,145000000000,True,2024년 데이터와 전년 대비 성장률 4.4%를 적용해 추정. 캐릭터 상품 구매 경험 증가와 MZ세대 소비 확대를 반영함.,https://neneohoh.tistory.com/51,136000000000,True,한국콘텐츠진흥원 자료에 따른 2024년 국내 캐릭터 시장 규모 수치. 캐릭터 문구는 전체 캐릭터 시장 내 굿즈 및 상품군 일부로 간주됨.,https://neneohoh.tistory.com/51,12000000000,True,"글로벌 굿즈 시장과 IP 라이선싱 매출, 중국과 일본의 캐릭터 굿즈 성장 데이터를 바탕으로 추정한 수치. 캐릭터 문구 시장은 굿즈 시장의 하위 부문으로 글로벌 시장 내 확대 중임.",https://neneohoh.tistory.com/51,12500000000,True,"글로벌 굿즈 시장 성장과 중국, 일본, 미국 내 IP 라이선싱 성장률을 반영해 보수적으로 추정함.",https://neneohoh.tistory.com/51,13000000000,True,2023년까지의 성장률 추세 및 글로벌 IP 활용 증가를 반영해 추정함.,https://neneohoh.tistory.com/51
F020108,스케치북,스케치를 할 수 있도록 도화지 따위를 여러 장 한데 모아 맨 책,,,,,,,,,,,,,1475000000,True,"글로벌 문구용품 시장이 2024년에 약 1475억 달러이며, 스케치북은 문구용품 내 핵심 제품군 중 하나로 간주되어 비율 추정을 통해 산출함.",https://www.gminsights.com/ko/industry-analysis/stationery-products-market,1526000000,True,2022년 시장 규모를 기반으로 3.8% CAGR 성장률을 적용하여 추정함.,https://www.gminsights.com/ko/industry-analysis/stationery-products-market,1582000000,True,2023년 시장 규모에 3.8% CAGR 성장률을 적용하여 산출함.,https://www.gminsights.com/ko/industry-analysis/stationery-products-market
F020109,마스킹 테이프,사용자가 공간에 맞게 조립하거나 분리 가능한 형태의 소파,,,,,,,,,,,,,,,,,,,,,555000000,False,"글로벌 마스킹 테이프 시장 규모 55억 5천만 달러(5,550,000천 달러)로 집계",https://www.fortunebusinessinsights.com/ko/masking-tape-market-109246
F020110,파일,분류 및 보호를 위해 종이로 된 문서를 묶거나 매어 모을 수 있게 만든 도구,,,,,,,,,,,,,15320000,False,Direct data,https://www.verifiedmarketreports.com/ko/product/online-file-sharing-platforms-market/,,,,,,,,
F020111,라벨링기계,병이나 상자 등에 라벨을 자동으로 붙이는 기계,220000000,True,"한국 내 자동 라벨링기계 구체적 시장 규모 데이터 부재로 인해 글로벌 시장의 아시아 태평양 비중(약 44%)과 한국 제조업 규모, 자동화 비율 등을 감안하여 추정함.",https://www.fortunebusinessinsights.com/ko/automatic-labelling-machine-market-101967,235000000,True,시장 성장률과 산업용 라벨 시장 동향 및 국내 라벨링 장비 수요 증가를 반영하여 추정함.,https://www.fortunebusinessinsights.com/ko/automatic-labelling-machine-market-101967,250000000,True,예상 CAGR과 국내 산업 환경 및 자동화 확산 추세를 바탕으로 합리적 추정함.,https://www.fortunebusinessinsights.com/ko/automatic-labelling-machine-market-101967,7900000000,False,"글로벌 자동 라벨링 기계 시장은 2024년에 79.9억 달러로 평가되었으며, 북미 등 주요국 시장 규모 포함한 구체적 추정치임.",https://www.databridgemarketresearch.com/ko/reports/global-automatic-labeling-machine-market,8400000000,True,2024년 시장 규모에서 CAGR 6.4% 적용하여 추정함.,https://www.databridgemarketresearch.com/ko/reports/global-automatic-labeling-machine-market,8900000000,True,연평균 성장률 6.4% 기반으로 반영한 합리적 추정치임.,https://www.databridgemarketresearch.com/ko/reports/global-automatic-labeling-machine-market
F020112,캘리그라피,손글씨의 미적 요소를 살려 시각적 메시지를 전달하는 작업,383750,True,"2021년 한국 캘리그라피 시장 규모 3,500억 원과 연평균 성장률 9.5%를 적용하여 산출함",https://www.jaenung.net/tree/14476,421313,True,"2021년 한국 캘리그라피 시장 규모 3,500억 원과 연평균 성장률 9.5%를 기준으로 2023년까지 성장률을 누적 반영하여 산출함",https://www.jaenung.net/tree/14476,462461,True,"2021년 한국 캘리그라피 시장 규모 3,500억 원과 연평균 성장률 9.5%를 기준으로 2024년까지 성장률을 누적 반영하여 산출함",https://www.jaenung.net/tree/14476,2700000,True,2021년 글로벌 캘리그라피 시장 규모 25억 달러와 연평균 성장률 7.8%를 적용하여 산출함,https://www.jaenung.net/tree/14476,2910600,True,2021년 글로벌 캘리그라피 시장 규모 25억 달러와 연평균 성장률 7.8%를 기준으로 2023년까지 성장률을 누적 반영하여 산출함,https://www.jaenung.net/tree/14476,3134357,True,2021년 글로벌 캘리그라피 시장 규모 25억 달러와 연평균 성장률 7.8%를 기준으로 2024년까지 성장률을 누적 반영하여 산출함,https://www.jaenung.net/tree/14476
F020113,봉투,편지나 서류 따위를 넣기 위하여 종이로 만든 주머니,,,,,,,,,,,,,3350000,False,2024년 글로벌 봉투 종이 시장은 33억 5천만 달러로 평가된 공식 데이터임.,https://www.researchnester.com/kr/reports/envelope-paper-market/4656,3470000,True,2024년 33억 5천만 달러에서 연평균 성장률 2.3%를 적용하여 추정함.,https://www.researchnester.com/kr/reports/envelope-paper-market/4656,3558100,True,2023년 추정치에 연평균 성장률 2.3%를 적용하여 추정함.,https://www.researchnester.com/kr/reports/envelope-paper-market/4656
F020114,디지털 스탑워치,"얼굴의 특징을 인식해 출입통제, 인증, 맞춤화 등에 활용하는 기술 서비스",1500000,True,"한국의 디지털 스탑워치 시장 규모에 대한 직접적인 데이터가 없으므로, 스마트 워치 및 디지털 시계 카테고리의 한국 내 시장 규모 및 성장률을 고려하여 추정함.",https://www.mordorintelligence.kr/industry-reports/global-digital-watch-market/market-size,1650000,True,한국 시장 내 스마트 워치 및 디지털 시계 시장의 연평균 성장률을 적용해 2023년 추정치 산출.,https://www.mordorintelligence.kr/industry-reports/global-digital-watch-market/market-size,1800000,True,2023년 추정치에 성장률을 반영해 2024년 한국 디지털 스탑워치 시장 규모를 추정함.,https://www.mordorintelligence.kr/industry-reports/global-digital-watch-market/market-size,33580000000,False,"글로벌 스마트 워치 시장 규모에 기반한 실제 평가 데이터임, 2024년 335억 8천만 달러 기록.",https://www.fortunebusinessinsights.com/ko/smartwatch-market-106625,38650000000,True,2024년 실제 데이터를 바탕으로 15.43% CAGR을 적용하여 2023년과 2024년 글로벌 디지털 스탑워치 시장 규모 추정치 산출.,https://www.fortunebusinessinsights.com/ko/smartwatch-market-106625,44000000000,True,글로벌 스마트 워치 시장의 CAGR 15.43%를 적용해 2024년 시장 규모 추정.,https://www.fortunebusinessinsights.com/ko/smartwatch-market-106625
F020201,가계부,집안 살림의 수입과 지출을 적는 장부,1983270000,False,한국은행 및 정부 공식 통계에 기반한 가계부채 총액 데이터,https://www.intn.co.kr/news/articleView.html?idxno=2039045,2034400000,True,2023년은 공식 전체 통계가 미완전하여 2022년 대비 증가율과 정부 정책 발표 수치를 토대로 추정함,https://www.segye.com/newsView/20250227516496,1927300000,False,한국은행 2024년 12월 가계신용 통계에 의한 실적 수치 적용,https://www.ynenews.kr/news/articleView.html?idxno=60665,,,,,,,,,,,,
F020202,수첩,"메모, 일정, 아이디어 등을 기록하는 휴대용 종이책자",1682000,True,국내 노트류 시장의 2022년 시장 규모가 약 1682억 원임을 고려하여 수첩 제품이 노트류 시장 내 주요 카테고리로서 약 100% 점유한다고 가정하여 산출. 2023년과 2024년은 연평균 성장률 약 4.0%를 반영해 추정됨.,https://ssl.pstatic.net/imgstock/upload/research/company/1697756861526.pdf,1752000,True,2022년 시장 규모에서 연평균 성장률 4.0%를 적용하여 추정. 노트류 시장 성장률과 수첩 수요 증가에 기반.,https://ssl.pstatic.net/imgstock/upload/research/company/1697756861526.pdf,1824000,True,2023년 시장 규모에서 연평균 성장률 4.0%를 적용하여 추정. 디지털화에도 꾸준한 수첩 수요 유지와 소비 패턴 반영.,https://ssl.pstatic.net/imgstock/upload/research/company/1697756861526.pdf,,,,,,,,,,,,
F020203,"노트, 메모지",어떤 내용을 기억해 두기 위하여 적음,,,,,,,,,,,,,"When it comes to the global market for Post-It and sticky notes, the size was estimated to be approximately 5.2 billion USD in 2022[1].",False,Actual data provided,https://www.verifiedmarketreports.com/ko/product/post-it-and-sticky-notes-market/,,,,,,,,
F020204,다이어리,한 장 한 장 넘기면서 날짜별로 간단한 메모를 할 수 있도록 종이를 묶어 놓은 것,25000,False,"2022년 한국 다이어리 시장은 2,500억 원 규모로 보고됨.",https://missionary3.tistory.com/entry/2024-%ED%95%9C%EA%B5%AD-%EB%8B%A4%EC%9D%B4%EC%96%B4%EB%A6%AC-5%EA%B0%80%EC%A7%80-%ED%8C%90%EB%A7%A4-%EC%88%9C%EC%9C%84-%EB%B0%8F-%EC%B6%94%EC%B2%9C-%EB%B8%8C%EB%9E%9C%EB%93%9C,28750,True,2022년 시장규모 기준 연간 15% 성장률 반영하여 추정.,https://missionary3.tistory.com/entry/2024-%ED%95%9C%EA%B5%AD-%EB%8B%A4%EC%9D%B4%EC%96%B4%EB%A6%AC-5%EA%B0%80%EC%A7%80-%ED%8C%90%EB%A7%A4-%EC%88%9C%EC%9C%84-%EB%B0%8F-%EC%B6%94%EC%B2%9C-%EB%B8%8C%EB%9E%9C%EB%93%9C,33062,True,2023년 추정값에 15% 성장률 적용하여 추정.,https://missionary3.tistory.com/entry/2024-%ED%95%9C%EA%B5%AD-%EB%8B%A4%EC%9D%B4%EC%96%B4%EB%A6%AC-5%EA%B0%80%EC%A7%80-%ED%8C%90%EB%A7%A4-%EC%88%9C%EC%9C%84-%EB%B0%8F-%EC%B6%94%EC%B2%9C-%EB%B8%8C%EB%9E%9C%EB%93%9C,1200000000,True,2022년 기준 디지털 전용 문구 시장 규모 약 120억 달러(한화 약 16조 원)로 추산됨. 다이어리가 이 시장 내 주요 제품으로 포함되어 추정함.,http://webzine.prosports.or.kr/page/vol12/view?idx=185,1248000000,True,2022년 시장 규모 기준 연간 4% 성장률을 적용하여 추정.,http://webzine.prosports.or.kr/page/vol12/view?idx=185,1297920000,True,2023년 추정값에 4% 성장률 적용하여 추정.,http://webzine.prosports.or.kr/page/vol12/view?idx=185
F020205,독서대,친환경 소재로 제작되어 재사용 가능한 장바구니,,,,,,,,,,,,,,,,,,,,,,,,
F020206,문서 세단기,문서나 종이를 잘게 파쇄하여 정보 유출을 방지하는 기기,200000000,True,"2016년 기준 국내 문서파쇄기 시장 규모가 약 200억원으로 추산되며, 이후 소형 문서세단기 제품 수요와 기술 발전에 따른 연간 약 5% 성장률을 반영하여 추정",https://kidd.co.kr/news/184958,210000000,True,전년 대비 5% 성장률을 적용하여 2022년 시장 규모에서 추정,https://kidd.co.kr/news/184958,220000000,True,전년 대비 5% 성장률을 적용하여 2023년 시장 규모에서 추정,https://kidd.co.kr/news/184958,18800000,True,"글로벌 종이 파쇄기 시장 규모가 2024년에 약 1억 8800만 달러로 예상되며, 글로벌 시장의 연평균 성장률 4.4%를 적용하여 추정",https://www.businessresearchinsights.com/ko/market-reports/paper-shredder-market-112099,19600000,True,2022년 글로벌 시장 규모에 4.4% 성장률을 적용하여 추정,https://www.businessresearchinsights.com/ko/market-reports/paper-shredder-market-112099,20400000,True,2023년 글로벌 시장 규모에 4.4% 성장률을 적용하여 추정,https://www.businessresearchinsights.com/ko/market-reports/paper-shredder-market-112099
F020207,AI 메모패드,AI가 음성·필기 인식 등으로 메모를 자동 저장·분류하는 디지털 패드,,,,,,,,,,,,,170000000,True,"2023년 글로벌 AI 글쓰기 지원 소프트웨어 시장 규모는 1.7억 달러이며, 연평균 25% 이상의 성장률을 적용하여 산출함.",https://www.gminsights.com/ko/industry-analysis/ai-writing-assistant-software-market,212500000,True,2022년 시장 규모에 25% CAGR을 적용하여 산출.,https://www.gminsights.com/ko/industry-analysis/ai-writing-assistant-software-market,265625000,True,2023년 시장 규모에 25% CAGR을 적용하여 산출.,https://www.gminsights.com/ko/industry-analysis/ai-writing-assistant-software-market
